repo_name,organization,language,stars,forks,open_issues,age_days,has_coc,has_contributing,has_workflows,has_readme,description
litellm,BerriAI,Python,35984,5807,1441,933,False,True,True,True,"Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, VLLM, NVIDIA NIM]"
DragGAN,XingangPan,Python,35972,3441,154,1003,False,False,False,True,Official Code for DragGAN (SIGGRAPH 2023)
gkd,gkd-kit,Kotlin,35964,1749,10,956,False,False,True,True,"基于无障碍，高级选择器，订阅规则的自定义屏幕点击安卓应用 | An Android APP with custom screen tapping based on Accessibility, Advanced Selectors, and Subscription Rules"
OpenVoice,myshell-ai,Python,35929,4013,297,808,False,False,False,True,Instant voice cloning by MIT and MyShell. Audio foundation model.
manifesto,opentofu,HTML,35918,1053,20,916,False,False,True,True,The OpenTF Manifesto expresses concern over HashiCorp's switch of the Terraform license from open-source to the Business Source License (BSL) and calls for the tool's return to a truly open-source license.
carbon,carbon-app,JavaScript,35893,1972,79,3165,False,False,True,True,:black_heart: Create and share beautiful images of your source code
react-bits,DavidHDev,JavaScript,35779,1582,8,557,False,True,True,True,"An open source collection of animated, interactive & fully customizable React components for building memorable websites."
koa,koajs,JavaScript,35730,3215,25,4591,True,False,True,True,Expressive middleware for node.js using ES2017 async functions
AgentGPT,reworkd,TypeScript,35702,9453,220,1044,False,False,True,True,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser."
aseprite,aseprite,C++,35685,7771,1887,4196,True,True,True,True,"Animated sprite editor & pixel art tool (Windows, macOS, Linux)"
fastify,fastify,JavaScript,35623,2580,110,3425,True,True,True,True,"Fast and low overhead web framework, for Node.js"
leetcode,doocs,Java,35618,9343,1,2708,True,False,True,True,🔥LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解
ShareX,ShareX,C#,35613,3604,590,4511,False,False,True,True,"ShareX is a free and open-source application that enables users to capture or record any area of their screen with a single keystroke. It also supports uploading images, text, and various file types to a wide range of destinations."
awesome-react-native,jondot,JavaScript,35599,4025,103,3977,False,True,True,True,"Awesome React Native components, news, tools, and learning material!"
BMAD-METHOD,bmad-code-org,JavaScript,35589,4447,88,307,False,True,True,True,Breakthrough Method for Agile Ai Driven Development
lottie-android,airbnb,Java,35574,5446,52,3417,True,False,True,True,"Render After Effects animations natively on Android and iOS, Web, and React Native"
vim-plug,junegunn,Vim Script,35557,1950,83,4540,False,False,True,True,:hibiscus: Minimalist Vim Plugin Manager
BettaFish,666ghj,Python,35542,6809,28,593,True,True,True,True,微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。
qBittorrent,qbittorrent,C++,35535,4568,2481,5124,False,True,True,True,qBittorrent BitTorrent client
fullPage.js,alvarotrigo,JavaScript,35490,7181,127,4530,False,True,True,True,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple
linux-command,jaywcjlove,Markdown,35479,6575,84,3381,False,True,True,True,Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。https://git.io/linux
awesome-docker,veggiemonk,,35456,3234,8,4163,False,False,True,True,:whale: A curated list of Docker resources and projects
servo,servo,Rust,35450,3475,3061,5119,True,True,True,True,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications."
ruoyi-vue-pro,YunaiV,Java,35434,7672,3,1847,False,False,True,True,🔥 官方推荐 🔥 RuoYi-Vue 全新 Pro 版本，优化重构所有功能。基于 Spring Boot + MyBatis Plus + Vue & Element 实现的后台管理系统 + 微信小程序，支持 RBAC 动态权限、数据权限、SaaS 多租户、Flowable 工作流、三方登录、支付、短信、商城、CRM、ERP、AI 大模型、IoT 物联网等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！
awesome-deepseek-integration,deepseek-ai,,35416,3948,156,765,False,False,False,True,Integrate the DeepSeek API into popular softwares
nativefier,nativefier,TypeScript,35353,2249,258,3877,False,False,True,True,Make any web page a desktop application
headscale,juanfont,Go,35348,1900,113,2064,True,True,True,True,"An open source, self-hosted implementation of the Tailscale control server"
mattermost,mattermost,TypeScript,35307,8330,905,3897,False,True,True,True,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..
xyflow,xyflow,TypeScript,35217,2293,117,2406,True,True,True,True,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.
umami,umami-software,TypeScript,35212,6448,127,2038,False,False,True,True,"Umami is a modern, privacy-focused analytics platform. An open-source alternative to Google Analytics, Mixpanel and Amplitude."
reactive-resume,amruthpillai,TypeScript,35204,3865,39,2152,False,False,True,True,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!"
hackathon-starter,sahat,JavaScript,35193,8183,1,4475,False,False,True,True,A boilerplate for Node.js web applications
the-way-to-go_ZH_CN,unknwon,Go,35167,8572,47,4709,False,False,False,True,《The Way to Go》中文译本，中文正式名《Go 入门指南》
solid,solidjs,TypeScript,35111,1039,131,2853,True,True,True,True,"A declarative, efficient, and flexible JavaScript library for building user interfaces."
tiptap,ueberdosis,TypeScript,35102,2876,871,2734,False,True,True,True,The headless rich text editor framework for web artisans.
Xray-core,XTLS,Go,35047,4957,40,1923,True,False,True,True,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens. An open platform for various uses."
vault,hashicorp,Go,35030,4597,1452,4007,False,True,True,True,"A tool for secrets management, encryption as a service, and privileged access management"
glide,bumptech,Java,35025,6182,629,4603,False,True,True,True,An image loading and caching library for Android focused on smooth scrolling
ink,vadimdemedes,TypeScript,34928,847,53,3169,False,False,True,True,🌈 React for interactive command-line apps
awesome-javascript,sorrycc,,34891,4522,30,4246,False,True,True,True,"🐢 A collection of awesome browser-side  JavaScript libraries, resources and shiny things."
jax,jax-ml,Python,34862,3420,2462,2668,False,True,True,True,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more"
zsh-autosuggestions,zsh-users,Shell,34835,1922,197,4494,False,False,True,True,Fish-like autosuggestions for zsh
caffe,BVLC,C++,34833,18567,1175,4537,False,True,True,True,Caffe: a fast open framework for deep learning.
netty,netty,Java,34795,16285,624,5576,False,True,True,True,Netty project - an event-driven asynchronous network application framework
HowToLiveLonger,geekan,,34780,2372,40,1400,False,False,True,True,程序员延寿指南 | A programmer's guide to live longer
awesome-claude-skills,ComposioHQ,Python,34764,3369,164,120,False,True,False,True,"A curated list of awesome Claude Skills, resources, and tools for customizing Claude AI workflows"
husky,typicode,JavaScript,34761,1080,102,4254,False,False,True,True,Git hooks made easy 🐶 woof!
jieba,fxsjy,Python,34761,6717,697,4886,False,False,False,True,结巴中文分词
Python,geekcomputers,Python,34732,12901,484,5190,True,True,True,True,My Python Examples
rufus,pbatard,C,34723,2963,8,5200,False,False,True,True,The Reliable USB Formatting Utility
Mole,tw93,Shell,34685,950,1,144,False,True,True,True,🐹 Deep clean and optimize your Mac.
dioxus,DioxusLabs,Rust,34676,1543,643,1856,False,False,True,True,"Fullstack app framework for web, desktop, and mobile."
Trilium,TriliumNext,TypeScript,34619,2288,912,3189,True,False,True,True,Build your personal knowledge base with Trilium Notes
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,JavaScript,34565,5783,11,3975,False,False,True,True,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。
framework,laravel,PHP,34499,11785,88,4782,False,False,True,True,"Laravel is a web application framework with expressive, elegant syntax."
Sunshine,LizardByte,C++,34447,1697,102,1521,False,False,True,True,Self-hosted game stream host for Moonlight.
Retrieval-based-Voice-Conversion-WebUI,RVC-Project,Python,34425,4883,705,1055,False,True,True,True,Easily train a good VC model with voice data <= 10 mins!
bulletproof-react,alan2207,TypeScript,34395,3137,53,1721,False,False,True,True,"🛡️ ⚛️ A simple, scalable, and powerful architecture for building production ready React applications. "
Hello-Python,mouredev,Python,34389,2251,24,1290,False,False,False,True,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA..."
formik,jaredpalmer,TypeScript,34382,2792,836,3166,False,False,True,True,"Build forms in React, without the tears 😭 "
node-v0.x-archive,nodejs,,34347,7272,0,6107,False,False,True,True,Moved to https://github.com/nodejs/node
Real-ESRGAN,xinntao,Python,34343,4259,634,1671,True,False,True,True,Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.
gold-miner,xitu,,34335,5037,12,3755,True,False,True,True,🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：
textual,Textualize,Python,34284,1094,248,1773,True,True,True,True,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.
TaskMatrix,chenfei-wu,Python,34259,3254,256,1080,True,True,False,True,
directus,directus,TypeScript,34218,4563,378,4812,True,True,True,True,"The flexible backend for all your projects 🐰 Turn your DB into a headless CMS, admin panels, or apps with a custom UI, instant APIs, auth & more."
poetry,python-poetry,Python,34201,2402,579,2908,True,False,True,True,Python packaging and dependency management made easy
12306,testerSunshine,Python,34188,9713,280,3195,False,False,True,True,12306智能刷票，订票
clipboard.js,zenorocha,JavaScript,34182,3931,15,3801,False,True,True,True,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:
croc,schollz,Go,34143,1347,9,3042,False,False,True,True,Easily and securely send things from one computer to another :crocodile: :package:
server,nextcloud,PHP,34085,4724,3050,3544,True,False,True,True,"☁️ Nextcloud server, a safe home for all your data"
spring-boot-demo,xkcoding,Java,34084,11003,142,3018,False,False,True,True,🚀一个用来深入学习并实战 Spring Boot 的项目。
detectron2,facebookresearch,Python,34072,7896,585,2353,False,False,True,True,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks."
refine,refinedev,TypeScript,34069,2933,27,1851,True,True,True,True,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility."
awesome-cto,kuchin,,34069,2132,0,3346,False,False,False,True,"A curated and opinionated list of resources for Chief Technology Officers, with the emphasis on startups"
anoma,anoma,Elixir,34062,4113,147,1838,False,False,True,True,Reference implementation of Anoma
JavaScript,TheAlgorithms,JavaScript,34049,5829,198,3138,False,True,True,True,"Algorithms and Data Structures implemented in JavaScript for beginners, following best practices."
react-beautiful-dnd,atlassian,JavaScript,34047,2734,644,3111,True,True,True,True,Beautiful and accessible drag and drop for lists with React
mpv,mpv-player,C,34038,3227,1076,4872,False,False,True,True,🎥 Command line media player
CyberChef,gchq,JavaScript,34038,3842,560,3365,True,False,True,True,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis"
selenium,SeleniumHQ,Java,34008,8644,215,4778,False,True,True,True,A browser automation framework and ecosystem.
pnpm,pnpm,TypeScript,33968,1316,2111,3670,True,True,True,True,"Fast, disk space efficient package manager"
AnotherRedisDesktopManager,qishibo,JavaScript,33924,2699,174,2594,False,False,True,True,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac."
nps,ehang-io,Go,33922,6083,526,2659,False,False,True,True,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal."
Data-Science-For-Beginners,microsoft,Jupyter Notebook,33905,6944,14,1809,True,True,True,True,"10 Weeks, 20 Lessons, Data Science for All!"
harness,harness,Go,33872,2892,83,4390,False,True,True,True,"Harness Open Source is an end-to-end developer platform with Source Control Management, CI/CD Pipelines, Hosted Developer Environments, and Artifact Registries."
Hyprland,hyprwm,C++,33860,1568,160,1430,True,False,True,True,"Hyprland is an independent, highly customizable, dynamic tiling Wayland compositor that doesn't sacrifice on its looks."
zxing,zxing,Java,33853,9431,9,5239,False,False,True,True,"ZXing (""Zebra Crossing"") barcode scanning library for Java, Android"
LibreChat,danny-avila,TypeScript,33847,6805,416,1098,False,False,True,True,"Enhanced ChatGPT Clone: Features Agents, MCP, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active."
C-Plus-Plus,TheAlgorithms,C++,33841,7721,26,3500,True,True,True,True,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes."
LeetCode-Go,halfrost,Go,33795,5763,23,3133,False,False,True,True,"✅ Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解"
openpose,CMU-Perceptual-Computing-Lab,C++,33779,8054,358,3218,False,False,True,True,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation"
gpt-pilot,Pythagora-io,Python,33777,3503,239,913,False,False,True,True,The first real AI developer
mediapipe,google-ai-edge,C++,33774,5789,606,2437,False,True,True,True,"Cross-platform, customizable ML solutions for live and streaming media."
Clone-Wars,GorvGoyl,,33774,3027,28,1900,False,False,True,True,"100+ open-source clones of popular sites like Airbnb, Amazon, Instagram, Netflix, Tiktok, Spotify, Whatsapp, Youtube etc. See source code, demo links, tech stack, github stars."
easyexcel,alibaba,Java,33763,7641,569,2930,False,True,True,True,快速、简洁、解决大文件内存溢出的java处理Excel工具
AFNetworking,AFNetworking,Objective-C,33732,10495,102,5372,False,True,True,True,"A delightful networking framework for iOS, macOS, watchOS, and tvOS."
AndroidUtilCode,Blankj,Java,33702,10691,328,3485,False,False,True,True,:fire: Android developers should collect the following utils(updating).
ControlNet,lllyasviel,Python,33640,2998,459,1109,False,False,False,True,Let us control diffusion models!
shadowsocks,shadowsocks,Python,33632,18298,451,5048,False,False,False,True,
carbon-lang,carbon-language,C++,33627,1523,211,2118,True,True,True,True,"Carbon Language's main repository: documents, design, implementation, and related tools. (NOTE: Carbon Language is experimental; see README)"
everyone-can-use-english,ZuodaoTech,TypeScript,33577,4713,96,2528,False,False,True,True,人人都能用英语
jq,jqlang,C,33530,1698,452,4958,False,False,True,True,Command-line JSON processor
filebrowser,filebrowser,Go,33432,3705,33,3808,False,True,True,True,📂 Web File Browser
XX-Net,XX-net,Python,33430,7598,7923,4048,False,False,True,True,A proxy tool to bypass GFW.
1Panel,1Panel-dev,Go,33393,2960,385,1306,True,True,True,True,"🔥 1Panel offers an intuitive web interface for a Linux server / VPS, making it easy to manage OpenClaw agents, local LLMs, websites, databases, containers, files, and scheduled tasks."
zoxide,ajeetdsouza,Rust,33376,730,152,2172,False,False,True,True,A smarter cd command. Supports all major shells.
libpku,lib-pku,TeX,33293,8270,14,2641,False,False,False,True,贵校课程资料民间整理
swc,swc-project,Rust,33223,1366,415,2976,False,True,True,True,Rust-based platform for the Web
awesome-awesomeness,bayandin,Ruby,33213,3588,44,4239,False,True,True,True,A curated list of awesome awesomeness
v2ray-core,v2fly,Go,33206,4985,34,2497,False,False,True,True,A platform for building proxies to bypass network restrictions.
spaCy,explosion,Python,33201,4638,189,4244,False,True,True,True,💫 Industrial-strength Natural Language Processing (NLP) in Python
CasaOS,IceWhaleTech,Go,33178,1861,788,1602,True,False,True,True,"CasaOS - A simple, easy-to-use, elegant open-source Personal Cloud system."
learnGitBranching,pcottle,JavaScript,33143,5953,55,4932,False,True,True,True,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!
etcher,balena-io,TypeScript,33132,2326,643,3762,False,False,True,True,"Flash OS images to SD cards & USB drives, safely and easily."
ijkplayer,bilibili,C,33119,8255,2895,4639,False,False,False,True,"Android/iOS video player based on FFmpeg n3.4, with MediaCodec, VideoToolbox support."
brackets,adobe,JavaScript,33113,7529,2779,5182,True,True,False,True,"An open source code editor for the web, written in JavaScript, HTML and CSS."
immutable-js,immutable-js,TypeScript,33093,1775,121,4245,False,False,True,True,Immutable persistent data collections for Javascript which increase efficiency and simplicity.
chatbot-ui,mckaywrigley,TypeScript,33029,9474,233,1071,False,False,True,True,AI chat for any model.
gulp,gulpjs,JavaScript,33019,4185,34,4608,False,True,True,True,A toolkit to automate & enhance your workflow
ShadowsocksX-NG,shadowsocks,Swift,32901,7858,314,3536,False,False,True,True,Next Generation of ShadowsocksX
serenity,SerenityOS,C++,32896,3302,737,2630,False,True,True,True,The Serenity Operating System 🐞
tabby,TabbyML,Rust,32884,1680,291,1066,True,True,True,True,Self-hosted AI coding assistant
claude-cookbooks,anthropics,Jupyter Notebook,32880,3381,47,913,False,True,True,True,A collection of notebooks/recipes showcasing some fun and effective ways of using Claude.
keycloak,keycloak,Java,32836,8053,2526,4610,False,True,True,True,Open Source Identity and Access Management For Modern Applications and Services
certbot,certbot,Python,32833,3486,178,4112,True,True,True,True,Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server.  It can also act as a client for any other CA that uses the ACME protocol.
UTM,utmapp,Swift,32810,1646,982,2500,False,False,True,True,Virtual machines for iOS and macOS
drizzle-orm,drizzle-team,TypeScript,32785,1194,1552,1696,True,True,True,True,ORM
k9s,derailed,Go,32783,2082,262,2576,False,False,True,True,🐶 Kubernetes CLI To Manage Your Clusters In Style!
awesome-sysadmin,awesome-foss,,32778,1907,57,4071,False,False,True,True,A curated list of amazingly awesome open-source sysadmin resources.
diffusers,huggingface,Python,32769,6768,910,1356,True,True,True,True,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch."
modern-unix,ibraheemdev,,32756,822,67,1859,False,False,False,True,A collection of modern/faster/saner alternatives to common unix commands.
sniffnet,GyulyVGC,Rust,32740,1204,54,1293,True,True,True,True,Comfortably monitor your Internet traffic 🕵️‍♂️
wails,wailsapp,Go,32718,1589,301,2617,False,True,True,True,Create beautiful applications using Go
comprehensive-rust,google,Rust,32633,1970,165,1151,False,True,True,True,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.
nacos,alibaba,Java,32632,13256,218,2801,True,True,True,True,"an easy-to-use dynamic service discovery, configuration and service management platform for building AI cloud native applications."
go-zero,zeromicro,Go,32627,4278,305,2017,False,True,True,True,A cloud-native Go microservices framework with cli tool for productivity.
OCRmyPDF,ocrmypdf,Python,32605,2271,140,4439,False,False,True,True,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched"
backstage,backstage,TypeScript,32595,7091,441,2212,True,True,True,True,Backstage is an open framework for building developer portals
yazi,sxyazi,Rust,32595,705,64,952,True,True,True,True,"💥 Blazing fast terminal file manager written in Rust, based on async I/O."
CLIP,openai,Jupyter Notebook,32571,3913,268,1886,False,False,True,True,"CLIP (Contrastive Language-Image Pretraining),  Predict the most relevant text snippet given an image"
YesPlayMusic,qier222,Vue,32564,4729,641,1954,False,False,True,True,高颜值的第三方网易云播放器，支持 Windows / macOS / Linux :electron: 
paper-reading,mli,,32561,2776,1,1576,False,False,False,True,深度学习经典、新论文逐段精读
WxJava,binarywang,Java,32557,9054,17,3692,False,True,True,True,微信开发 Java SDK ，支持包括微信支付，开放平台，小程序，企业微信，视频号，公众号等的后端开发
AdGuardHome,AdguardTeam,Go,32553,2244,1271,3510,False,True,True,True,Network-wide ads & trackers blocking DNS server
fish-shell,fish-shell,Rust,32549,2223,527,5028,True,True,True,True,The user-friendly command line shell.
stb,nothings,C,32502,8006,372,4282,False,False,True,True,stb single-file public domain libraries for C/C++
khoj,khoj-ai,Python,32485,1959,92,1643,False,False,True,True,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
firecracker,firecracker-microvm,Rust,32449,2247,69,3040,True,True,True,True,Secure and fast microVMs for serverless computing.
floating-ui,floating-ui,TypeScript,32429,1670,46,3608,True,False,True,True,A JavaScript library to position floating elements and create interactions for them.
beego,beego,Go,32418,5618,12,5099,False,True,True,True,"beego is an open-source, high-performance web framework for the Go programming language."
MonitorControl,MonitorControl,Swift,32409,929,17,3072,False,False,True,True,🖥 Control your display's brightness & volume on your Mac as if it was a native Apple Display. Use Apple Keyboard keys or custom shortcuts. Shows the native macOS OSDs.
yew,yewstack,Rust,32407,1451,154,2982,True,True,True,True,Rust / Wasm framework for creating reliable and efficient web applications
mmdetection,open-mmlab,Python,32404,9850,1952,2733,False,False,True,True,OpenMMLab Detection Toolbox and Benchmark
netron,lutzroeder,JavaScript,32391,3073,19,5529,False,True,True,True,"Visualizer for neural network, deep learning and machine learning models"
awesome-php,ziadoz,,32363,5142,68,4463,False,True,True,True,"A curated list of amazingly awesome PHP libraries, resources and shiny things."
swr,vercel,TypeScript,32303,1314,182,2300,False,False,True,True,React Hooks for Data Fetching
remix,remix-run,TypeScript,32289,2733,45,1936,False,True,True,True,"Build Better Websites. Create modern, resilient user experiences with web fundamentals."
cursor,cursor,,32269,2201,1,1070,False,False,True,True,The AI Code Editor
restic,restic,Go,32230,1718,521,4311,False,True,True,True,"Fast, secure, efficient backup program"
my-tv,lizongying,C,32230,3617,147,803,False,False,True,True,我的电视 电视直播软件，安装即可使用
material-design-lite,google,HTML,32217,4949,430,4048,False,True,True,True,Material Design Components in HTML/CSS/JS
dspy,stanfordnlp,Python,32199,2625,467,1131,False,True,True,True,DSPy: The framework for programming—not prompting—language models
langextract,google,Python,32186,2146,121,220,False,True,True,True,A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.
pytorch-tutorial,yunjey,Python,32177,8279,90,3263,False,False,False,True,PyTorch Tutorial for Deep Learning Researchers
k3s,k3s-io,Go,32176,2597,121,2816,True,True,True,True,Lightweight Kubernetes
linux-insides,0xAX,Python,32174,3498,40,4059,True,True,True,True,A book-in-progress about the Linux kernel and its insides.
echo,labstack,Go,32155,2315,93,4002,False,False,True,True,"High performance, minimalist Go web framework"
fairseq,facebookresearch,Python,32153,6656,1351,3091,True,True,True,True,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.
run,The-Run-Philosophy-Organization,,32153,2588,45,1406,False,False,True,True,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。
linera-protocol,linera-io,Rust,32104,2286,572,1518,False,True,True,True,Main repository for the Linera protocol
medusa,medusajs,TypeScript,32020,4062,151,2219,False,True,True,True,The world's most flexible commerce platform.
web-check,Lissy93,TypeScript,32016,2519,92,965,False,False,True,False,🕵️‍♂️ All-in-one OSINT tool for analysing any website
GPTs,linexjlin,,31947,4426,12,826,False,False,False,True,leaked prompts of GPTs
trivy,aquasecurity,Go,31904,2947,215,2501,False,True,True,True,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more"
sharp,lovell,JavaScript,31900,1385,118,4561,False,False,True,True,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library."
graphql-engine,hasura,TypeScript,31898,2854,2375,2798,False,True,True,True,"Blazing fast, instant realtime GraphQL APIs on all your data with fine grained access control, also trigger webhooks on database events."
kafka,apache,Java,31894,14959,280,5296,False,True,True,True,Mirror of Apache Kafka
dokku,dokku,Shell,31891,2020,51,4634,False,True,True,True,A docker-powered PaaS that helps you build and manage the lifecycle of applications
glance,glanceapp,Go,31889,1198,287,657,False,False,True,True,A self-hosted dashboard that puts all your feeds in one place
cockroach,cockroachdb,Go,31845,4082,7862,4391,True,True,True,True,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement."
android-open-project,Trinea,,31839,11890,29,4423,False,False,False,True,"A categorized collection of Android Open Source Projects,  More powerful web version:"
chatgpt-web,Chanzhaoyu,Vue,31837,11009,1,1101,False,True,True,True,用 Express 和  Vue3 搭建的 ChatGPT 演示网页
PDFMathTranslate,PDFMathTranslate,Python,31793,2870,132,526,False,False,True,True,[EMNLP 2025 Demo] PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/MCP/Docker/Zotero
html2canvas,niklasvh,TypeScript,31785,4882,1046,5327,False,False,True,True,Screenshots with JavaScript
MS-DOS,microsoft,Assembly,31740,4543,3,2790,False,False,False,True,"The original sources of MS-DOS 1.25, 2.0, and 4.0 for reference purposes"
erpnext,frappe,Python,31728,10443,2071,5365,True,False,True,True,Free and Open Source Enterprise Resource Planning (ERP)
vimrc,amix,Vim Script,31695,7302,21,5009,False,False,False,True,The ultimate Vim configuration (vimrc)
lottie-web,airbnb,JavaScript,31683,2929,844,4011,False,False,True,True,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/"
glances,nicolargo,Python,31670,1683,155,5186,False,True,True,True,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems."
marker,datalab-to,Python,31663,2164,375,837,False,False,True,True,Convert PDF to markdown + JSON quickly with high accuracy
nginx-proxy-manager,NginxProxyManager,TypeScript,31661,3609,944,2977,False,False,True,True,"Docker container for managing Nginx proxy hosts with a simple, powerful interface"
rxjs,ReactiveX,TypeScript,31641,3003,293,3989,True,True,True,True,A reactive programming library for JavaScript
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,,31628,6854,61,1869,False,False,True,True,500 AI Machine learning Deep learning Computer vision NLP Projects with code
shardeum,shardeum,TypeScript,31594,702,88,668,True,True,True,True,Shardeum is an EVM based autoscaling blockchain
ExplorerPatcher,valinet,C,31550,1281,298,1650,False,False,True,True,This project aims to enhance the working environment on Windows
vue-vben-admin,vbenjs,Vue,31548,8592,100,2044,False,False,True,True,"A modern vue admin panel built with Vue3, Shadcn UI, Vite, TypeScript, and Monorepo. It's fast!"
rocksdb,facebook,C++,31542,6731,1411,4824,True,True,True,True,"A library that provides an embeddable, persistent key-value store for fast storage."
FlClash,chen08209,Dart,31542,1920,632,914,False,False,True,True,"A multi-platform proxy client based on ClashMeta,simple and easy to use, open-source and ad-free."
slate,ianstormtaylor,TypeScript,31529,3335,696,3528,False,False,True,True,A completely customizable framework for building rich text editors. (Currently in beta.)
conductor,conductor-oss,Java,31515,808,132,799,True,True,True,True,Conductor is an event driven orchestration platform providing durable and highly resilient execution engine for your applications
editor.js,codex-team,TypeScript,31514,2231,688,3730,False,False,True,True,A block-style editor with clean JSON output
minikube,kubernetes,Go,31480,5174,648,3591,False,True,True,True,Run Kubernetes locally
system_prompts_leaks,asgeirtj,HTML,31455,5030,32,287,False,False,True,True,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini"
numpy,numpy,Python,31439,12054,2319,5632,False,True,True,True,The fundamental package for scientific computing with Python.
oh-my-opencode,code-yeongyu,TypeScript,31404,2340,236,73,False,True,True,True,the best agent harness
continue,continuedev,TypeScript,31391,4152,783,997,True,True,True,True,⏩ Ship faster with Continuous AI. Open-source CLI that can be used in Headless mode to run async cloud agents or TUI mode as an in sync coding agent
tinygrad,tinygrad,Python,31366,3891,222,1945,False,False,True,True,You like pytorch? You like micrograd? You love tinygrad! ❤️ 
CheatSheetSeries,OWASP,Python,31357,4379,67,2612,True,True,True,True,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.
